condition,cellId,mean_speed,max_speed,std_speed,total_displacement,trajectory_length,mean_area,std_area,mean_volume,std_volume,residence_time,lateral_migration
Healthy,-233,0.010890763799823016,0.012525306288948466,0.0010329621448156548,5.1493626382495145e-05,5.150406634488347e-05,1.3857824683544305e-10,3.650088909143406e-12,8.100821518987342e-17,7.079043590268117e-20,474,5.73700000000001e-07
Healthy,-231,0.016327219373819955,0.01705951693994895,0.000354867966507368,5.1242371931994285e-05,5.125557751270886e-05,1.3244886031746032e-10,3.676476602437473e-13,8.106957047619048e-17,7.859222224644411e-21,315,3.5399999999999864e-07
Healthy,-226,0.012689357133409407,0.013048127275827697,0.0002782597236723428,5.137211363914185e-05,5.138222568741348e-05,1.4108622413793102e-10,3.3006575456397714e-12,8.109611945812808e-17,3.4565627552537127e-20,406,2.4214e-07
Healthy,-216,0.011034954764960223,0.01302796980526886,0.0012682371616159712,5.1387664847694965e-05,5.14091326248614e-05,1.3593133832976447e-10,2.1340212482218732e-12,8.103112376873662e-17,8.729334229940136e-20,467,5.518999999999989e-07
Healthy,-215,0.016153810927422445,0.017738628398016713,0.0005956539823396083,5.133765614214074e-05,5.135299744354411e-05,1.3856635423197491e-10,4.145345594446325e-12,8.107301692789968e-17,2.742263609514458e-20,319,1.5434999999999997e-06
Healthy,-207,0.009538732391388931,0.010728432308658739,0.0009106466865209746,5.13939759904948e-05,5.14010965666857e-05,1.3963509259259258e-10,4.738919978130956e-12,8.10079074074074e-17,8.142926874126567e-20,540,7.810800000000003e-07
Healthy,-204,0.015919303389977307,0.016697908660318547,0.00037381415760703017,5.138840803488784e-05,5.1402216363022544e-05,1.3704074382716047e-10,2.5447468210194726e-12,8.105150401234568e-17,2.0404740903610878e-20,324,4.675999999999987e-07
Healthy,-199,0.012503947480309788,0.012761001721863726,0.0001268493626634809,5.137487143616423e-05,5.13781495968506e-05,1.374643713592233e-10,3.576435851100449e-12,8.103323470873787e-17,4.689369698267884e-20,412,6.962800000000007e-07
Healthy,-197,0.0116154297745771,0.014553179795609102,0.0005092543857150664,5.1428861997098954e-05,5.1433079119531355e-05,1.3915112162162163e-10,1.814129376244337e-12,8.107692815315315e-17,2.94105353463345e-20,444,7.154199999999997e-07
Healthy,-174,0.011226098757529678,0.013207803245360278,0.0010635547055594448,5.138328955348191e-05,5.1393876378888575e-05,1.3860647276688455e-10,9.195491329348271e-13,8.106139368191721e-17,4.812662409617179e-20,459,1.5262999999999993e-06
Healthy,-173,0.014625191635747947,0.01627640494505006,0.0006444682086595823,5.1451126031014874e-05,5.1468280555618514e-05,1.3882359490084987e-10,4.423560492958165e-12,8.109978130311613e-17,1.9886528717537473e-20,353,9.914000000000004e-07
Healthy,-158,0.012540641866218208,0.012979452060682876,0.0002021885212645573,5.140196582757624e-05,5.140373899519337e-05,1.3546512652068126e-10,1.935283157841934e-12,8.10610496350365e-17,2.5378684519006168e-20,411,1.2054000000000004e-06
Healthy,-153,0.01621248966032751,0.017733597200813713,0.0007249198233005292,5.137766785097156e-05,5.1382661424095e-05,1.4500270125786163e-10,6.02925678796346e-12,8.101790471698113e-17,9.238621260248102e-21,318,1.5854e-06
Healthy,-141,0.01363337114588909,0.014053501152261312,0.00018360447376338174,5.1381693661669386e-05,5.138579163511877e-05,1.4920609259259257e-10,7.08161267879213e-13,8.098852407407407e-17,1.5008672199193222e-20,378,4.497000000000001e-07
Healthy,-134,0.01687466170871502,0.017665008117822817,0.0004966141274053381,5.127600372359947e-05,5.128941597215451e-05,1.303266032786885e-10,1.0618978897609176e-12,8.103544262295081e-17,1.4169343053620394e-20,305,1.1213999999999991e-06
Healthy,-132,0.01093866873698805,0.011774524049685108,0.00041278859721820846,5.139563261886875e-05,5.1397608213782475e-05,1.3561515711252653e-10,1.8713762044728983e-12,8.106284267515923e-17,6.827790540464274e-20,471,1.1129999999999993e-06
Healthy,-123,0.01575705079194876,0.01633765998523173,0.00034290578394433275,5.13464241558867e-05,5.13589896880046e-05,1.4676021712538226e-10,1.0326651913845235e-12,8.102354159021409e-17,3.5770272229570315e-20,327,7.869000000000009e-07
Healthy,-121,0.012940485765955382,0.013316630781021528,0.0001230555669476879,5.135590764762306e-05,5.135831451591267e-05,1.4056259045226132e-10,2.3501139766795735e-12,8.103256608040202e-17,1.6244258980863273e-20,398,3.5115e-07
Healthy,-119,0.012381057647050307,0.013574033302973219,0.0004946758923590677,5.1372701471689615e-05,5.138120976824993e-05,1.4493728846153845e-10,1.6776390864966277e-12,8.100009326923078e-17,2.5299961481652862e-20,416,3.656800000000009e-07
Healthy,-115,0.014480677056267726,0.014770397917718298,5.370314516949906e-05,5.138912394828463e-05,5.139512552408698e-05,1.4582209550561797e-10,1.194325971443413e-12,8.102680477528091e-17,3.3619900289000265e-20,356,1.0469999999999918e-07
Healthy,-100,0.011480971616983743,0.0119202926988725,0.00015383659641334452,5.1422136158934405e-05,5.142426799686402e-05,1.3855705122494432e-10,2.1406541754121405e-12,8.107542962138086e-17,7.35259671700672e-20,449,2.6855000000000016e-07
Healthy,-80,0.0151418128865708,0.01585241018794912,0.00039885903088249935,5.145243351731722e-05,5.146990060096846e-05,1.3175039882697947e-10,1.2094713086103207e-12,8.103220938416423e-17,8.878766801405704e-21,341,1.6297000000000007e-06
Healthy,-74,0.01499317001121779,0.015583821127286497,0.00024314765463166285,5.126299768585201e-05,5.126723502728965e-05,1.308233527696793e-10,4.862048467132485e-13,8.10493306122449e-17,2.4281901219160168e-20,343,4.85499999999999e-07
Healthy,-73,0.015459830855291347,0.01627991568478025,0.0003244109129279407,5.1456435480244804e-05,5.1470380934917785e-05,1.4008255688622753e-10,1.0220942176958693e-12,8.101691616766469e-17,1.925961190508691e-20,334,3.9655000000000046e-07
Healthy,-63,0.011777895449944134,0.013380281437452802,0.00030139578111176016,5.144577082392876e-05,5.144890167698636e-05,1.4445327853881278e-10,2.1225111094297667e-12,8.105335547945205e-17,4.1292706395753023e-20,438,2.1730000000000044e-07
Healthy,-57,0.015942441612619897,0.01683563442761205,0.0006258806299773777,5.130692004550751e-05,5.132361061500664e-05,1.3980055108359132e-10,1.865478783819118e-12,8.106590371517029e-17,9.330783810983577e-21,323,2.1130000000000084e-07
Healthy,-51,0.011167472825869764,0.012184748483283193,0.0008364426011625482,4.878786399288701e-05,4.879698874649571e-05,1.3827895662100453e-10,3.048428956590118e-12,8.112847945205479e-17,9.7448054519709e-20,438,1.5445999999999987e-06
Healthy,-46,0.011940420722743138,0.013241132268408545,0.0003590952171068995,5.1438683459729266e-05,5.1448290200607e-05,1.4223130092592595e-10,1.7378355479826295e-12,8.098139351851851e-17,4.6517014871013764e-20,432,1.6190999999999995e-06
Healthy,-43,0.014092737788366371,0.016126137202136844,0.0009327760849683718,5.1416787072418284e-05,5.142699740291843e-05,1.4762089344262295e-10,4.3668538265024475e-12,8.101356475409836e-17,3.006776161554967e-20,366,2.1985999999999996e-06
Healthy,-29,0.014881369414760402,0.015067408114857638,0.00011917628489083679,5.1465960217938225e-05,5.1477097340113856e-05,1.3616200288184438e-10,3.533741056245184e-12,8.109569221902018e-17,4.070867559576437e-20,347,4.505000000000002e-07
Healthy,-24,0.016160523346342652,0.017181298560228996,0.0006097100767512833,5.137763455040818e-05,5.138483050845541e-05,1.4198429153605017e-10,2.3439823997229915e-12,8.103697617554859e-17,1.028498003198801e-20,319,6.256600000000004e-07
Healthy,-22,0.01573910191738204,0.01666223361171635,0.00023168275973399892,5.129169807536577e-05,5.12945740621324e-05,1.3033590825688073e-10,1.1697565569811205e-12,8.10759366972477e-17,1.5417669692648902e-20,327,3.4306999999999975e-07
Healthy,0,0.009231327515562647,0.010289809202221634,0.0007324417959485754,3.890253044867904e-05,3.8903796743133854e-05,1.3935002369668246e-10,3.401059349346087e-12,8.102239052132701e-17,6.818971965909544e-20,422,6.199099999999996e-07
Healthy,3,0.013718780561887462,0.01530829724379778,0.001697820283389249,1.557555551657789e-05,1.557884913892895e-05,1.2953157894736841e-10,1.1823031587536587e-12,8.10979105263158e-17,2.023452043957774e-20,114,4.4680000000000053e-07
Healthy,16,0.016827615674327983,0.01902856881983404,0.002491528065830785,1.406125313832306e-05,1.4062596519579988e-05,1.3334936904761906e-10,2.3816219328091593e-12,8.109801666666666e-17,1.4094969053192136e-20,84,2.3619999999999953e-07
Healthy,20,0.009152454760878207,0.010697417096653538,0.0013002378630460661,9.390036775753336e-06,9.391441982646863e-06,1.3784509708737863e-10,5.547657593506953e-12,8.107547766990289e-17,3.533664967429323e-20,103,2.4199999999998854e-08
Healthy,22,0.016431940796664265,0.01904723007349292,0.00224206224164984,1.767512306435233e-05,1.7675327904314317e-05,1.29895e-10,6.061351134037161e-13,8.110524722222222e-17,1.0251760353357375e-20,108,5.229999999999948e-08
Healthy,27,0.011644304652124418,0.012805133543260145,0.0012007163744579515,1.8227296591785084e-05,1.8228788679655653e-05,1.2757041401273886e-10,3.0715200718624097e-12,8.109093630573249e-17,2.882068157183093e-20,157,3.3756999999999955e-07
Healthy,37,0.009365663104327867,0.010093508198509658,0.0016889036224387603,4.4557480325978995e-06,4.45578694053144e-06,1.2769427083333333e-10,6.862687501475482e-13,8.110985208333335e-17,8.459917749797402e-21,48,1.999999999999981e-08
Healthy,38,0.016079215067989393,0.019522440872507058,0.0017205338566697761,3.69048325610617e-05,3.690922299068511e-05,1.2872302608695653e-10,9.885775141585533e-13,8.11095243478261e-17,3.689986244027167e-21,230,5.518999999999989e-07
Healthy,46,0.007283097546369032,0.008072859034002327,0.0008503004974681883,8.417205024383095e-06,8.417959644002278e-06,1.3670481896551724e-10,4.757064294927277e-12,8.103216379310346e-17,7.266432698918791e-20,116,1.1121999999999959e-07
Healthy,49,0.016490777952580336,0.018196027450082086,0.002713777116572838,1.0647085801142961e-05,1.0647230777928908e-05,1.2936056923076924e-10,5.524417098558554e-13,8.111674000000001e-17,1.8506586665291914e-21,65,1.3699999999999547e-08
Healthy,54,0.01326390406442243,0.015141209432705152,0.0011064094046619561,3.9195510572315546e-05,3.9199438436037443e-05,1.3715516554054052e-10,3.60750109993923e-12,8.101419020270271e-17,7.384580916210639e-20,296,2.2972999999999924e-07
Healthy,56,0.008737486169378228,0.010963656305193126,0.0014576979665961378,4.5443673079297855e-05,4.545275503312171e-05,1.4273046449136275e-10,8.034607844242055e-12,8.109061938579656e-17,6.150987591441433e-20,521,4.0800000000000016e-07
Healthy,72,0.008138746929797158,0.008804643589321218,0.0013821509921161225,4.361853254065294e-06,4.361884759706779e-06,1.2458461111111112e-10,2.6593027062836974e-12,8.112486851851852e-17,6.048758615011081e-21,54,2.1099999999998832e-08
Healthy,79,0.010050105086918093,0.010929413477765503,0.001518445721194034,6.8923641952526e-06,6.892518292382925e-06,1.3252514492753623e-10,2.557963248111107e-12,8.109798260869565e-17,1.6422625681391025e-20,69,5.0399999999998704e-08
Healthy,80,0.014009740028947398,0.01552064357213759,0.0015065735368937614,2.1088605591408833e-05,2.109098495517516e-05,1.2908142384105957e-10,2.4903528837953495e-12,8.111345231788079e-17,1.5226765182564e-20,151,5.511000000000005e-07
Healthy,95,0.012801964985125031,0.014455355356485665,0.0011341579348730303,3.028179944488108e-05,3.028265119250079e-05,1.3419454008438818e-10,2.922338359385151e-12,8.102248270042194e-17,5.806592830537509e-20,237,5.025000000000007e-07
Healthy,100,0.01581389387818096,0.01834062491560692,0.0016184601544902688,3.234420577429596e-05,3.234680370468427e-05,1.4043556585365854e-10,4.5610433964735066e-12,8.10601375609756e-17,2.844200331983572e-20,205,4.3100000000000146e-07
Healthy,112,0.013828753044150236,0.01611087271529185,0.0011813218485117005,3.975359576013219e-05,3.975778068894634e-05,1.4298158680555556e-10,6.374330336031909e-12,8.104394062500001e-17,3.337128763821409e-20,288,8.708999999999987e-07
Healthy,119,0.01661931929070399,0.019568530992221365,0.0020319245072130203,2.4354480193385364e-05,2.435634717568207e-05,1.3021457142857142e-10,9.19569509168165e-13,8.109752993197279e-17,1.7341017235515742e-20,147,4.4040000000000005e-07
Healthy,121,0.00961124098788209,0.01031523154727625,0.000879523341821735,1.955762085967769e-05,1.9559644845646848e-05,1.4105317156862745e-10,4.32300363047944e-12,8.103899362745099e-17,4.8597374785454137e-20,204,2.440000000000014e-07
Healthy,130,0.015529254127677652,0.016921248115603117,0.0025605716067250714,9.714549715246714e-06,9.714989865686887e-06,1.380443968253968e-10,5.0187085170090735e-12,8.110029682539683e-17,1.3490725228048246e-20,63,5.489999999999841e-08
Healthy,132,0.012350240502872385,0.014139838416206132,0.001097674427591539,2.982606362419285e-05,2.9826248464494593e-05,1.3640222727272728e-10,3.1962645810045563e-12,8.107672148760332e-17,3.0959780378700376e-20,242,1.873000000000075e-08
Healthy,134,0.011531592784403369,0.012530906475994464,0.0009812869237287736,2.6119548185343864e-05,2.6120195800872895e-05,1.4687318502202643e-10,5.178535362961074e-12,8.10265704845815e-17,4.380047542104183e-20,227,2.0750999999999998e-07
Healthy,138,0.014250236218651072,0.016146458258178398,0.00104626005417785,4.750553397417294e-05,4.752450549841911e-05,1.3705735628742514e-10,8.78065788997534e-12,8.11131e-17,2.89530426497574e-20,334,7.180999999999991e-07
Healthy,153,0.011335917656910282,0.013065723595594146,0.0009471392907250274,3.111868017356937e-05,3.1120832097281344e-05,1.3987093454545457e-10,3.4600724248895552e-12,8.098120472727272e-17,7.60190247954812e-20,275,2.795799999999993e-07
Healthy,173,0.014014982616310418,0.015817416138276866,0.001438528919042346,2.3755963264199584e-05,2.3759075465839687e-05,1.3303023529411766e-10,1.7128793927569938e-12,8.105163529411766e-17,3.6216983187653284e-20,170,1.0420000000000148e-07
Healthy,179,0.014846905234449603,0.01648972830620739,0.001814114039032178,1.7453472609853322e-05,1.745387811767424e-05,1.28856593220339e-10,9.067251323276924e-13,8.110407457627116e-17,1.6516845513485633e-20,118,1.6072999999999871e-07
Healthy,180,0.014811810356535081,0.017273930936332244,0.0014720870089092908,3.0586995712375874e-05,3.059123055661821e-05,1.3879045893719808e-10,4.427371416234043e-12,8.108499613526571e-17,2.0217911998370913e-20,207,1.6490000000000074e-07
Healthy,190,0.00960823592375319,0.011012733263352985,0.0011035036414160301,4.057859651240294e-05,4.05823931642144e-05,1.49846378250591e-10,1.076562813829447e-11,8.107724113475175e-17,3.072893199036585e-20,423,3.952000000000009e-07
Healthy,196,0.015808442791508375,0.019197233834728683,0.0016082238933508254,4.260457037050837e-05,4.261079027892864e-05,1.3593941481481481e-10,4.298653490888041e-12,8.110431148148148e-17,1.0154167457559514e-20,270,4.182000000000005e-07
Healthy,202,0.007560553364726412,0.009506729025816937,0.0013435545260003122,4.2492351159619306e-05,4.2513269281713956e-05,1.4677775843694494e-10,4.7435116230547935e-12,8.107310728241562e-17,6.150258276760084e-20,563,1.530200000000001e-06
Healthy,207,0.01096742188419752,0.01192098446770232,0.0011080402400560898,1.7488452015258525e-05,1.7492995561473953e-05,1.308062125e-10,5.164434932148553e-12,8.1064665625e-17,5.3955607243974535e-20,160,6.642999999999997e-07
Healthy,210,0.01323218363484075,0.014675328678294325,0.0012641642083720778,2.5608580206251184e-05,2.560967485943201e-05,1.3071380412371135e-10,5.481003955044739e-12,8.106419020618555e-17,5.592979552918579e-20,194,9.849999999999914e-08
Healthy,224,0.014495728789073927,0.016880823446172203,0.001275599704717661,3.9206119162197115e-05,3.92116119282237e-05,1.3536415867158672e-10,3.998909436601119e-12,8.105747195571957e-17,4.038398870763996e-20,271,9.151500000000009e-07
Healthy,229,0.015751726766922425,0.018169425506167826,0.0013435614890307014,4.639142323342214e-05,4.639299979840903e-05,1.407065220338983e-10,6.157348914794943e-12,8.10691979661017e-17,3.7089013114510996e-20,295,2.2077000000000094e-07
Healthy,231,0.015347214722443159,0.017190464071157586,0.0039745977973813735,4.071090236975842e-06,4.071122793089191e-06,1.2990133333333334e-10,4.978507654060439e-13,8.11169851851852e-17,4.347445790398191e-22,27,1.7260000000001254e-08
Malaria,-490,0.019786600562577163,0.0228119157615704,0.0020231780608982878,6.3770698233976555e-06,6.377390998314709e-06,2.0312869696969698e-10,3.5266084936951878e-12,7.083832121212121e-17,2.67752622253237e-19,33,1.4100000000000424e-08
Malaria,-250,0.016173941102464444,0.017790442990613838,0.0007407715509880942,1.8313574455196477e-05,1.8316807284995758e-05,1.6333099130434782e-10,1.744292211129275e-11,7.076899304347826e-17,1.1018135187979647e-19,115,4.989999999999761e-08
Malaria,-237,0.01982246554153865,0.024778848613994073,0.0017643248823718104,5.1248725403685736e-05,5.1259981333395836e-05,1.577564576923077e-10,2.1753407627128802e-11,7.15984526923077e-17,2.5943546156721135e-19,260,8.510000000000025e-08
Malaria,-233,0.0109020392503086,0.012742693094530685,0.0008120084837235108,3.948823332654425e-06,3.949642312112124e-06,1.7172383783783784e-10,8.55484538308721e-12,7.002354324324324e-17,1.2268942393191407e-19,37,2.8300000000001067e-08
Malaria,-231,0.01976935930891087,0.022993441229182836,0.0014333975473139458,2.028436742190409e-05,2.0289288474194817e-05,1.3083784615384615e-10,6.0909471735722014e-12,7.168470576923077e-17,2.475286814123418e-19,104,6.04000000000003e-08
Malaria,-226,0.013260338615689848,0.017602562404126373,0.0020623789512631144,6.8624309587786744e-06,6.864276070887656e-06,1.7235413207547169e-10,1.1792267094677791e-11,7.062767547169811e-17,2.9618314818944084e-19,53,1.786999999999988e-08
Malaria,-216,0.010840312112749611,0.01404338935086313,0.0011631940763531792,1.7097210397612353e-05,1.7104384367231393e-05,1.7518450617283953e-10,3.829232143877894e-11,7.047898148148148e-17,6.000210416830295e-19,162,5.74000000000005e-08
Malaria,-215,0.020559885143515675,0.02487681803642035,0.0018193841532880021,3.301442430312082e-05,3.3018440017654726e-05,1.6699508024691356e-10,1.469878741099989e-11,7.084478395061729e-17,2.462216392631617e-19,162,4.9100000000000936e-08
Malaria,-207,0.008551735314412653,0.011404055674088056,0.0012597468822490292,4.374554438557257e-06,4.375859609262722e-06,1.853144716981132e-10,1.3206488719279353e-11,7.091383018867925e-17,4.426770217362678e-20,53,2.624999999999996e-08
Malaria,-204,0.0187786620722231,0.0232294497383796,0.0015710201476803146,3.3091599799044415e-05,3.3103243485761614e-05,1.41843595505618e-10,1.7489762917458495e-11,7.106839438202247e-17,3.0478659936864163e-19,178,5.69000000000011e-08
Malaria,-174,0.011152443413999479,0.014419099348826056,0.0016468086161491007,5.622655419703488e-06,5.624659171772577e-06,1.4598153846153844e-10,8.984076336827438e-12,7.112694038461539e-17,8.501500273507736e-20,52,2.469999999999995e-08
Malaria,-173,0.016301629617988485,0.018343138431683986,0.0013013252244086966,6.607042811771088e-06,6.607981460796447e-06,1.592449285714286e-10,6.682005308737269e-12,7.098792619047618e-17,2.4183723821019316e-19,42,2.2900000000001085e-08
Malaria,-153,0.01913211437207142,0.021565091827076093,0.001273262742770303,6.4997552958630674e-06,6.5006688319815905e-06,1.7833865714285714e-10,4.7930850187158855e-12,7.130265428571427e-17,9.407114436255512e-20,35,2.3699999999997757e-08
Malaria,-134,0.02076267839215065,0.02472336775727943,0.0014021287250180411,4.621446087877933e-05,4.622444236815599e-05,1.3870536888888887e-10,1.0526085050190749e-11,7.284387244444446e-17,3.464944386610204e-19,225,1.168000000000003e-07
Malaria,-123,0.017256384228575096,0.019955402895774767,0.0011588217508128197,1.8638889022103113e-05,1.8642880693935336e-05,1.7631077981651373e-10,2.2139246054427368e-11,7.011971376146791e-17,2.2739920048879322e-19,109,5.19000000000003e-08
Malaria,-74,0.01706468910859853,0.02175886348149225,0.0015437170298292229,1.8690345376142435e-05,1.869461547639374e-05,1.4527245945945942e-10,1.2788610623081621e-11,7.179052702702703e-17,1.8025212188686534e-19,111,5.8309999999999786e-08
Malaria,-57,0.02014206732163724,0.0225664410498377,0.0009779019865186244,2.0001676237534916e-05,2.0003857687758138e-05,1.7305319999999997e-10,1.07383654249611e-11,7.160743899999999e-17,1.0491059675800736e-19,100,9.259999999999976e-08
Malaria,-46,0.012717922812993587,0.015598293817916433,0.0013354364364359657,5.306139931888716e-06,5.306879665725635e-06,1.8513846511627906e-10,9.906576789349487e-12,7.037044883720932e-17,2.6232331411746113e-19,43,3.2099999999999235e-08
Malaria,-43,0.015433782202159378,0.017385466221211898,0.0013231035336664246,5.528490038189089e-06,5.529602301295853e-06,1.8772724324324324e-10,8.095694711132322e-12,7.025365675675675e-17,3.1599834874792026e-19,37,3.3699999999999355e-08
Malaria,-29,0.017522022751408486,0.019089879512026783,0.0006247015295409594,4.900491755587801e-06,4.900778883667923e-06,1.9050482758620686e-10,4.454547564559851e-12,6.995369655172413e-17,1.5195574657200915e-19,29,1.3559999999999918e-08
Malaria,-22,0.0176367464831655,0.02244206200599232,0.0016271348313238686,3.175498539425772e-05,3.176710773352523e-05,1.3574123626373628e-10,1.494045643626665e-11,7.14438346153846e-17,7.852415745823794e-19,182,7.619999999999937e-08
Malaria,0,0.009531110444208263,0.014011989529544541,0.001844299401829191,1.6538184998061307e-05,1.6936244440558762e-05,1.560061888888889e-10,3.1237359067047817e-11,7.01343388888889e-17,4.804561070167679e-19,180,1.2417999999999989e-07
Malaria,3,0.015338205013166293,0.022503697297176307,0.003102664760066993,1.5582194769993083e-05,1.5863878607466052e-05,1.2147858095238097e-10,6.3397271898671935e-12,6.976652095238094e-17,4.998401626626484e-19,105,9.639999999999793e-08
Malaria,16,0.01879635434471269,0.023540769680052604,0.003948064051043982,1.4082781011220759e-05,1.4310081284964393e-05,1.183728051948052e-10,2.5268713859287108e-12,6.996342077922079e-17,5.5861841305550185e-19,77,1.4950000000000086e-07
Malaria,20,0.010729032501040538,0.01581467059544713,0.0022893533770730777,9.424029819031772e-06,9.917592348698278e-06,1.3015197849462366e-10,1.3381891999995089e-11,6.973850430107528e-17,4.860853447416452e-19,93,5.770000000000116e-08
Malaria,22,0.018754435779389646,0.02284560411197086,0.0036034730550360277,1.762851736618823e-05,1.7809328669449243e-05,1.1611761458333334e-10,2.39810079841612e-12,6.996870520833334e-17,6.739018217374163e-19,96,1.511999999999995e-07
Malaria,27,0.012781070197382045,0.01758110887553197,0.0024143926699597557,1.8186948326467526e-05,1.853561211853359e-05,1.2304812925170067e-10,1.2207367549839654e-11,7.02078707482993e-17,6.303425561637735e-19,147,6.621000000000017e-08
Malaria,37,0.010658822025887693,0.014106975774293935,0.0026147793433554238,4.452175193093825e-06,4.91886524830504e-06,1.151809375e-10,1.40075639758394e-12,6.953633333333333e-17,4.466686902674605e-19,48,4.93999999999999e-08
Malaria,38,0.01995477371884403,0.026233516930061894,0.0028725871381800375,3.693181569433055e-05,3.703552908108214e-05,1.2435357978723404e-10,7.978919403269301e-12,7.025876223404254e-17,6.621571473732216e-19,188,7.449999999999903e-08
Malaria,46,0.008524892911978632,0.011709413866051623,0.0017679592298905401,8.446907870274187e-06,8.827094080210777e-06,1.3164284112149533e-10,1.4806838903179442e-11,7.009921121495328e-17,6.528561438709295e-19,107,4.712999999999865e-08
Malaria,49,0.01771006608781707,0.02343433828946252,0.004619648100784016,1.0658467601025016e-05,1.0796169109626689e-05,1.1441753225806452e-10,9.112950740880327e-13,6.96442064516129e-17,4.741068302767548e-19,62,1.2750000000000005e-07
Malaria,54,0.015053562412016754,0.01913763828935036,0.0028024697143423224,2.0595789139998985e-05,2.0973714945035083e-05,1.3230545714285713e-10,1.4486008564640596e-11,7.008972285714284e-17,5.352839322330584e-19,140,9.37799999999993e-08
Malaria,56,0.008470826100561067,0.013909041157840463,0.0020991311422179576,1.3501091774745479e-05,1.392977335081326e-05,1.4055967647058824e-10,2.97442883365225e-11,7.048598470588237e-17,7.105691802231846e-19,170,1.9890000000000076e-07
Malaria,72,0.009266477371905009,0.013630073774151041,0.0017626662897105767,1.0542805963309768e-05,1.0928097550857374e-05,1.3503185833333334e-10,2.5596584050685272e-11,7.039221916666666e-17,6.820508405722776e-19,120,9.069999999999898e-08
Malaria,79,0.010929386611197077,0.014688641808011318,0.0023186783196771856,6.833923795302374e-06,7.190682348191163e-06,1.1979458823529413e-10,4.923264067836559e-12,7.001681764705883e-17,6.299562422475232e-19,68,5.0000000000001215e-08
Malaria,80,0.015726598819970412,0.02150256140651006,0.002934645164291529,2.1184996868774847e-05,2.1501260377423513e-05,1.2242433333333333e-10,1.0986870801982917e-11,7.03195847826087e-17,7.850158830419003e-19,138,3.103999999999996e-07
Malaria,95,0.014648238846002398,0.01914457330540947,0.002440572842334962,2.293203055509913e-05,2.324258350003954e-05,1.3048359375e-10,1.5157300312754574e-11,7.0463445625e-17,7.8690388206144955e-19,160,1.3049999999999816e-07
Malaria,100,0.01866629425342388,0.0226675687777495,0.002439059638219143,3.230144060889545e-05,3.2422209225176954e-05,1.3695285142857143e-10,1.6568910418976036e-11,7.068019657142856e-17,7.176817164976923e-19,175,1.2310000000000226e-07
Malaria,112,0.016077491524480146,0.021321837231995277,0.0030542451596272317,2.0421621833977837e-05,2.0652432145780035e-05,1.340279076923077e-10,1.7762493031359296e-11,7.080909999999999e-17,1.0398005794195542e-18,130,2.461000000000009e-07
Malaria,119,0.019730118190469662,0.02629389279504463,0.0037621615803133243,2.4205487129368004e-05,2.4279787531738463e-05,1.17960152e-10,2.1759654070127417e-12,7.061181040000002e-17,9.049404508856e-19,125,1.4499999999999946e-07
Malaria,121,0.010431733952766835,0.014711721709443121,0.0021656332287152244,1.1912823046990163e-05,1.2324052267215345e-05,1.3940193333333334e-10,1.995104274848362e-11,6.982830750000001e-17,4.626519039504665e-19,120,1.183000000000002e-07
Malaria,130,0.0167245111657473,0.0207433491704522,0.003631696846980487,9.72132276493276e-06,9.913053957612165e-06,1.2431834426229509e-10,7.644990564383202e-12,6.943837377049179e-17,3.2244698112074146e-19,61,1.1459999999999887e-07
Malaria,132,0.014208204372456974,0.017610571524197163,0.0023666166571299284,2.2064908150366273e-05,2.2421492733135964e-05,1.3942810625e-10,2.1589759541600076e-11,7.0508450625e-17,6.908863674324525e-19,160,1.1387000000000032e-07
Malaria,134,0.012623345991173334,0.01722970944559426,0.0020334368107306467,1.8293758950377038e-05,1.872465630797881e-05,1.6488642666666668e-10,3.6110900930578785e-11,7.0159924e-17,5.3421523798368e-19,150,7.965000000000016e-08
Malaria,138,0.016828522762329004,0.02144104159050945,0.0021162888963655903,4.1345179859064584e-05,4.164659229399255e-05,1.44690192e-10,3.235905910703068e-11,7.045162120000001e-17,6.242353370763136e-19,250,6.930000000000288e-08
Malaria,153,0.012782788196985957,0.01784112604553774,0.0029902302129905345,1.2355504522798738e-05,1.270636971053214e-05,1.3157853000000002e-10,1.2727498371521039e-11,7.0020567e-17,6.11609721906301e-19,100,8.651999999999964e-08
Malaria,173,0.01597861542696859,0.020643104958133113,0.0031064225596428956,1.8588926781812876e-05,1.8966400600965826e-05,1.2645879166666668e-10,9.873124732395645e-12,7.050210333333334e-17,8.266655277551565e-19,120,8.539999999999922e-08
Malaria,179,0.01633763716677995,0.021965756395146654,0.003032615778827314,1.737900979774452e-05,1.748749027339996e-05,1.1740238532110092e-10,3.2973826711169777e-12,7.035497155963304e-17,7.439426954349798e-19,109,1.971599999999993e-07
Malaria,180,0.017231640607910423,0.021587301615618844,0.0028011091780514776,2.554078638874693e-05,2.5739344943978914e-05,1.3219638666666667e-10,1.33598990560963e-11,6.984071733333334e-17,4.634598191783634e-19,150,1.5029999999999922e-07
Malaria,190,0.01019938810054404,0.013720802893309158,0.0015975786214542538,1.7371947287857514e-05,1.787314020890353e-05,1.6790621666666666e-10,5.275889072326523e-11,7.016223833333334e-17,6.129458410439476e-19,180,1.2250000000000094e-07
Malaria,196,0.019684947699060134,0.024412716484474153,0.002572491977842898,4.258741890591164e-05,4.28465210992589e-05,1.278469090909091e-10,1.2631065316984396e-11,7.083160636363637e-17,9.2684766430953e-19,220,1.1690000000000052e-07
